id,name,start_position,end_position,frequency,file_name,label
e6daf205-f97b-4b5b-a78a-51e91d90fbcc,Bill,0,3,2,CNN-02-16-2018-Bill.txt,0
2bf64d7b-e037-4fae-8719-9579fd2dba56,Updated,86,92,1,CNN-02-16-2018-Bill.txt,0
2946ef97-640f-405a-82f9-7ba6055145c1,PM,99,100,1,CNN-02-16-2018-Bill.txt,0
e01e4b9b-fe49-4ec5-9452-dc3cb9dacc85,Fri,106,108,1,CNN-02-16-2018-Bill.txt,0
d17cf8bf-686a-472d-8fd4-20983112cc3b,February,110,117,1,CNN-02-16-2018-Bill.txt,0
e6282e62-fea7-479c-b5b9-e176c3d6dcdf,Washington,128,137,2,CNN-02-16-2018-Bill.txt,0
7093ef50-6ea9-4833-8b59-e3dca0cb0f63,Former,147,152,1,CNN-02-16-2018-Bill.txt,0
6e75934d-da97-45f7-bf5b-14df02004899,President,154,162,2,CNN-02-16-2018-Bill.txt,0
d4e6b1b5-e145-441d-8ca1-da42ddcbf0f8,Bill,164,167,2,CNN-02-16-2018-Bill.txt,0
c3cd5959-57e5-40f8-ace3-54f9eec1cf6b,Friday,201,206,2,CNN-02-16-2018-Bill.txt,0
d96cd022-d501-4aab-ac38-e84cea157200,David,398,402,1,CNN-02-16-2018-Bill.txt,0
7a079c40-8eab-4f3b-a8f1-8a1ff3ec2f6d,Kendall,404,410,1,CNN-02-16-2018-Bill.txt,0
e5f5fb9a-8893-43f6-a404-10d0c8442118,CNN,434,436,4,CNN-02-16-2018-Bill.txt,0
6b9c8cb9-5e33-4742-9297-90b141197310,Monica,543,548,1,CNN-02-16-2018-Bill.txt,0
c81a030c-244e-44a4-8c07-00406fcff8b7,Lewinsky,550,557,1,CNN-02-16-2018-Bill.txt,0
3a9d6a5d-d945-43e9-bf10-4fe439c7d28c,.,558,558,3,CNN-02-16-2018-Bill.txt,0
11340b6b-04d8-479f-98af-70a327f3566f,CNN,561,563,4,CNN-02-16-2018-Bill.txt,0
8d2e3c21-8dbd-405f-84b0-7ea7eda30ca0,Washington,609,618,2,CNN-02-16-2018-Bill.txt,0
3e5f4acd-0b4f-4c96-a033-3a99bd214866,Ken,708,710,1,CNN-02-16-2018-Bill.txt,0
67028548-f950-4bca-bc5a-583da414eaa4,CNN.,771,774,1,CNN-02-16-2018-Bill.txt,0
7c559466-76bf-4ab7-8308-8380d4a159cf,White,834,838,1,CNN-02-16-2018-Bill.txt,0
0cdf06f8-aef4-4767-aa0f-67ce78a6abf4,House,840,844,1,CNN-02-16-2018-Bill.txt,0
cecb9595-4b4d-406d-b891-83ad5df10d2d,Congress.,982,990,1,CNN-02-16-2018-Bill.txt,0
753ad25c-c141-43b2-bc69-d6d76347f113,President,1170,1178,2,CNN-02-16-2018-Bill.txt,0
edfb1f9a-1e01-4237-b226-daf7a42021db,Donald,1180,1185,1,CNN-02-16-2018-Bill.txt,0
797f8dca-7e17-4711-846e-411a6bd0d505,.,1192,1192,3,CNN-02-16-2018-Bill.txt,0
ea7ae6b0-e829-4b67-aea1-890af04c85d2,CNN,1195,1197,4,CNN-02-16-2018-Bill.txt,0
759a3a47-ec76-4638-bfee-4c3ec2ab177d,Robert,1286,1291,1,CNN-02-16-2018-Bill.txt,0
ad0445f3-c18a-4ede-bc18-38a110147b8d,Mueller,1293,1299,1,CNN-02-16-2018-Bill.txt,0
875930fb-261e-402c-8af3-d77a1788392f,.,1332,1332,3,CNN-02-16-2018-Bill.txt,0
6ec08d2b-56d7-4e5d-abfa-922485938236,Friday,1357,1362,2,CNN-02-16-2018-Bill.txt,0
89f51c38-a800-4e0a-9296-2afaa29ce23c,CNN,1754,1756,4,CNN-02-16-2018-Bill.txt,0
40bed90e-e604-42f5-8a59-bce48e7f9b5b,Justice,1766,1772,1,CNN-02-16-2018-Bill.txt,0
60ca87ce-5dd3-4f15-b163-e145d83105ed,Department,1774,1783,1,CNN-02-16-2018-Bill.txt,0
2687b45e-623b-4d37-92b3-5aadc0362756,Russia,1865,1870,1,CNN-02-16-2018-Bill.txt,0
87305b9f-b5c2-4032-9bf1-adbff0af0ed3,Fri February,106,117,1,CNN-02-16-2018-Bill.txt,0
1b21a561-c881-46bf-b7fa-3d4f2bf66ac8,Former President,147,162,1,CNN-02-16-2018-Bill.txt,0
8b798e22-acac-4774-a884-431bbe64155a,Clinton,355,361,6,CNN-02-16-2018-Bill.txt,1
6ac2d80a-8c7b-4e5a-a5ee-e1ba7a2380dd,. CNN,558,562,2,CNN-02-16-2018-Bill.txt,0
f7a3d302-cf9d-4e47-a019-8e3fa10cab4a,Clinton,737,743,6,CNN-02-16-2018-Bill.txt,1
d7e5f26d-c890-4d67-9cd6-cc102b679070,White House,834,844,1,CNN-02-16-2018-Bill.txt,0
e28e0045-57d2-4bba-9dbb-7934e9e5e412,Starr,964,968,1,CNN-02-16-2018-Bill.txt,1
39207e12-cf32-42e1-bcf7-df0c0b3cffef,. CNN,1192,1196,2,CNN-02-16-2018-Bill.txt,0
c8b7e0f1-94bd-4486-a265-3de31b72aa21,Clinton,1234,1240,6,CNN-02-16-2018-Bill.txt,1
cdf5c2da-9cfe-4dbb-8aa0-76aa11f40012,Trump,1327,1331,2,CNN-02-16-2018-Bill.txt,1
1723897c-1d97-4dcd-9fb2-d7df8485a7a7,Clinton,1335,1341,6,CNN-02-16-2018-Bill.txt,1
1c36b3fc-bd0f-4cde-886e-c5073d4aa14a,Clinton,1623,1629,6,CNN-02-16-2018-Bill.txt,1
49af28f6-e0ce-409d-b991-500990ac2553,Justice Department,1766,1783,1,CNN-02-16-2018-Bill.txt,0
386951f8-2baf-430e-a73e-444aa09612f6,Clinton,1798,1804,6,CNN-02-16-2018-Bill.txt,1
5ac0755b-cc25-4133-a2ba-78e562d55858,Muller,1818,1823,1,CNN-02-16-2018-Bill.txt,1
2f5b81f5-2456-4207-9aa1-8e20e626a205,Trump,1928,1932,2,CNN-02-16-2018-Bill.txt,1
12a57155-1685-402f-8e72-e7b4ccb3850b,Bill Clinton,0,11,2,CNN-02-16-2018-Bill.txt,1
9bc79b8b-e47f-4746-9bdf-63f82d8d7f91,Bill Clinton,164,175,2,CNN-02-16-2018-Bill.txt,1
03b40288-0f2e-43f8-a5b2-6328bea39f00,David Kendall,398,410,1,CNN-02-16-2018-Bill.txt,1
6730c64b-eb51-48d6-a7be-296fc403838f,Monica Lewinsky,543,557,1,CNN-02-16-2018-Bill.txt,1
b32e49a7-37a5-45af-8ddd-97e4f23dd809,Ken Starr,708,716,1,CNN-02-16-2018-Bill.txt,1
